abbrev:keyword,airport:text,region:text,city:keyword,city_location:geo_point,city_boundary:geo_shape
HGH,Hangzhou Xiaoshan Int'l,上城区,Hangzhou,POINT(120.1675 30.25),"POLYGON((120.13235370000001 30.199639599722282\,120.1997254 30.224017999720214\,120.24037840000001 30.27333929971605\,120.28875949999997 30.290523999714612\,120.2892747 30.31751929971236\,120.26816630000002 30.32284669971192\,120.27465100000002 30.339581599710538\,120.25994099999997 30.328802499711422\,120.25753509999997 30.34134869971039\,120.22748120000001 30.344157999710163\,120.2429932 30.362634599708638\,120.2287996 30.394325699706044\,120.20461799999997 30.38132589970711\,120.20977370000001 30.3569539997091\,120.19526930000002 30.3533888997094\,120.2074079 30.336838699710757\,120.18365810000002 30.311244799712874\,120.18356930000002 30.260135499717155\,120.15346779999999 30.26038669971713\,120.1550371 30.226052499720044\,120.13235370000001 30.199639599722282))"
HIR,Honiara Int'l,Honiara,Honiara,POINT(159.9556 -9.4319),"POLYGON((159.9173088 -9.412725099863682\,159.92323260000003 -9.440610599866039\,159.9583329 -9.443949299866324\,159.95728869999996 -9.456846899867415\,160.0031525 -9.447052599866584\,160.02272489999996 -9.42325379986457\,159.9173088 -9.412725099863682))"
HIW,Hiroshima-Nishi,中区,Hiroshima,POINT(132.4519 34.3914),"POLYGON((132.4197132 34.3577588996155\,132.459224 34.36852599961599\,132.465108 34.41354099961806\,132.446005 34.403000999617575\,132.4197132 34.3577588996155))"
HKG,Hong Kong Int'l,福田区,Shenzhen,POINT(114.054 22.535),"POLYGON((113.9860161 22.524146600399064\,114.0088096 22.520169400399165\,113.9977871 22.51239370039936\,114.0119473 22.500643200399644\,114.0532161 22.50280740039959\,114.10026629999999 22.534616000398803\,114.0990638 22.57010340039789\,114.0543651 22.589780800397364\,114.00438340000001 22.58238860039756\,113.9860161 22.524146600399064))"
HKT,Phuket Int'l,ตำบลรัษฎา,Phuket,POINT(98.3975 7.8881),"POLYGON((98.3484291 7.937600899390599\,98.3926548 7.867248999390916\,98.4144468 7.871414099390896\,98.42594500000001 7.896699899390769\,98.41098159999999 7.930317699390626\,98.3484291 7.937600899390599))"
HLN,Helena Reg.,Lewis and Clark County,Helena Valley Southeast,POINT(-111.8973 46.6219),"POLYGON((-113.16596540000002 47.72072750000333\,-113.12850459999999 47.66074520001715\,-113.1470915 47.60221080003055\,-113.1177773 47.570473300037754\,-113.1185344 47.49804060005409\,-113.0913681 47.480369300058044\,-113.0595087 47.48798760005634\,-113.05906609999998 47.179332600123786\,-112.79578459999999 47.176921200124305\,-112.7954075 46.83171680019518\,-112.5356904 46.83431830019466\,-112.5354722 46.69957370022091\,-112.4107864 46.699432200220926\,-112.4106285 46.6559893002292\,-112.3209348 46.656019200229196\,-112.29329499999999 46.6045033002389\,-112.31676669999999 46.57490400024441\,-112.2933742 46.517962600254904\,-112.3063547 46.51100130025615\,-112.3168416 46.422498500272106\,-112.268397 46.41496100027343\,-112.21555459999999 46.450392600267136\,-112.18753540000002 46.44946690026729\,-112.17665560000002 46.466816400264186\,-112.20325399999999 46.47982820026184\,-112.2058294 46.499848300258186\,-112.135073 46.52208780025415\,-112.06287230000001 46.52353410025387\,-112.0336967 46.54285170025033\,-112.0292985 46.568995600245515\,-111.63175789999998 46.56904380024551\,-111.6393351 46.7381000002135\,-111.58761169999998 46.781739600205015\,-111.56114989999999 46.76610000020805\,-111.49675219999999 46.764743300208316\,-111.5091312 46.81632100019823\,-111.5894749 46.80567870020031\,-111.6394797 46.8321325001951\,-111.64231049999998 46.8653455001885\,-111.6032101 46.88891230018379\,-111.6212963 46.903229800180924\,-111.79023599999998 46.913764000178794\,-111.7893602 47.128980100134456\,-111.8963867 47.121458200136026\,-111.89633539999998 47.135867100132984\,-111.9397222 47.14217660013164\,-111.97667 47.16855230012607\,-111.97815709999999 47.18435000012271\,-112.0450858 47.19276870012093\,-112.04795849999998 47.51602040005005\,-112.281821 47.507022300052064\,-112.31914069999999 47.54293420004398\,-112.40719749999998 47.553907900041494\,-112.40533309999998 47.57637960003642\,-112.42799990000002 47.6059068000297\,-112.51202279999998 47.620244000026425\,-112.549223 47.65194540001919\,-112.57868639999998 47.633000600023514\,-112.73135459999999 47.61744690002706\,-112.773567 47.597263000031674\,-112.81701770000001 47.60742360002936\,-112.8572093 47.629685400024265\,-112.9153422 47.695253700009204\,-112.9016037 47.72802870000166\,-112.9269508 47.76151679999387\,-112.9118762 47.82626119997877\,-112.95297919999999 47.90544879996013\,-112.9747932 47.913699599958186\,-112.98475009999999 47.95398209994864\,-113.02212529999998 47.927164199955016\,-113.0866902 47.9182645999571\,-113.09169859999999 47.89452499996271\,-113.0579082 47.8708474999683\,-113.06146939999998 47.78781609998776\,-113.0829931 47.7725514999913\,-113.08098910000001 47.7497879999966\,-113.13877630000002 47.74561789999756\,-113.16596540000002 47.72072750000333))"
HLZ,Hamilton Int'l,Waipa District,Te Awamutu,POINT(175.3167 -38.0167),"POLYGON((175.05590099999998 -37.9048219005508\,175.1202176 -37.994370100570244\,175.1043442 -38.00397780057233\,175.1312098 -38.0136225005744\,175.13121999999998 -38.02723510057733\,175.15128549999997 -38.02716730057733\,175.1628848 -38.00161450057182\,175.21400109999996 -38.0061053005728\,175.1918481 -38.05279180058284\,175.2004629 -38.06705330058588\,175.2837702 -38.09181180059119\,175.40790749999996 -38.08981600059076\,175.4446155 -38.10496350059398\,175.4513547 -38.12607450059846\,175.50580969999996 -38.13581460060055\,175.5523695 -38.198684800613826\,175.5701547 -38.17169140060814\,175.64235329999997 -38.14920340060338\,175.6221468 -38.113400400595786\,175.63805989999997 -38.06329100058508\,175.66017379999997 -38.05673430058368\,175.64832379999996 -37.94161420055882\,175.6578417 -37.91089800055212\,175.62653029999998 -37.881341900545664\,175.64081 -37.85077950053896\,175.59538459999996 -37.824520900533194\,175.60343109999997 -37.796438800526985\,175.5733694 -37.795993700526886\,175.5805402 -37.77678050052264\,175.54404869999996 -37.76901490052092\,175.5411956 -37.78711500052493\,175.4823592 -37.80932110052983\,175.47401939999997 -37.83131080053467\,175.45376679999998 -37.82116340053245\,175.42070339999998 -37.83797010053615\,175.424392 -37.874774600544235\,175.4030225 -37.884591300546376\,175.35692769999997 -37.870689800543325\,175.32677859999998 -37.827359700533805\,175.3068432 -37.84603900053792\,175.2658853 -37.808969100529744\,175.2437754 -37.80438090052874\,175.2256403 -37.832234200534884\,175.1776084 -37.81663720053145\,175.14305129999997 -37.84027720053666\,175.1350339 -37.8177655005317\,175.0879189 -37.847167300538175\,175.0957061 -37.86183980054139\,175.0647055 -37.861970400541416\,175.05590099999998 -37.9048219005508))"
HMO,Gen. Ignacio P. Garcia Int'l,Hermosillo,Hermosillo,POINT(-110.9542 29.0989),"POLYGON((-112.2414083 29.316702099804903\,-112.2094466 29.246223899812037\,-112.22995409999999 29.17839309981896\,-112.1996378 29.176111899819194\,-112.2007008 29.15701029982116\,-112.16547379999999 29.114165599825572\,-112.18824189999998 29.07268959982986\,-112.1709253 29.071802399829945\,-112.1670098 29.009863199836403\,-112.1507608 28.993896599838074\,-112.17223669999998 28.968441199840743\,-112.10174859999998 28.95494579984216\,-112.04781069999999 28.898813299848083\,-112.03102159999999 28.85902909985229\,-111.97134219999998 28.842820099854016\,-111.9267575 28.806102399857924\,-111.9108206 28.77686589986104\,-111.9520767 28.759107099862945\,-111.90931959999999 28.70236209986903\,-111.77573159999999 28.60654499987938\,-111.7170399 28.49402479989161\,-111.7135762 28.458399999895516\,-111.4882591 28.38381619990369\,-111.46017289999999 28.359928899906322\,-111.45148859999999 28.305921899912267\,-111.383386 28.251749399918257\,-111.2962806 28.225434799921164\,-111.2862427 28.228095099920882\,-111.31762549999999 28.272716799915937\,-111.2649995 28.320389199910682\,-111.14971069999999 28.30671919991218\,-111.15650839999999 28.359490899906373\,-111.0957909 28.352395799907153\,-111.10257859999999 28.377857299904342\,-111.04306210000001 28.386474399903395\,-111.0433963 28.490942299891948\,-110.9982631 28.471265699894104\,-110.9825377 28.525320199888206\,-110.92867319999999 28.543433399886233\,-110.94727279999998 28.59780579988033\,-110.8578038 28.6311992998767\,-110.89718799999999 28.671625299872336\,-110.81898429999998 28.67723909987175\,-110.84309039999998 28.699020999869386\,-110.8103765 28.72988139986607\,-110.8284866 28.7529645998636\,-110.8735463 28.73239359986581\,-110.8929652 28.757989499863065\,-110.8726781 28.76283369986254\,-110.88112969999999 28.798533499858724\,-110.8682577 28.8034772998582\,-110.88086259999999 28.914349199846438\,-110.8083657 28.917602399846096\,-110.77985719999998 28.933683799844392\,-110.79271579999998 28.948390199842844\,-110.77754889999999 28.95892219984174\,-110.7084185 28.97158479984041\,-110.59270999999998 28.946446699843055\,-110.608723 28.981247999839404\,-110.55317919999999 28.949920499842687\,-110.5235675 28.968616699840723\,-110.50238349999998 28.95403819984226\,-110.4432819 28.96621059984097\,-110.4606322 28.96486689984112\,-110.4566997 28.991531499838317\,-110.3821326 28.99054329983843\,-110.3934962 29.028829999834418\,-110.4767452 29.07552309982957\,-110.4715111 29.056913499831495\,-110.4927626 29.050917999832127\,-110.506467 29.008645299836534\,-110.55578729999999 29.024281699834898\,-110.54244439999998 29.063938199830776\,-110.5793211 29.055333599831666\,-110.56616319999999 29.1177168998252\,-110.54777259999999 29.113539299825636\,-110.5220113 29.13798689982311\,-110.5065507 29.210159099815712\,-110.53036179999998 29.2014777998166\,-110.5236291 29.215054399815205\,-110.61477969999999 29.266942999809928\,-110.5528064 29.28963239980763\,-110.63174130000002 29.3795605997986\,-110.71064499999999 29.376314299798928\,-110.68485899999999 29.335064499803057\,-110.74022149999999 29.2751424998091\,-110.79304419999998 29.31490549980508\,-110.77147439999999 29.35193819980136\,-110.8204741 29.365540599800003\,-110.8535193 29.33332299980323\,-110.88709370000001 29.32762589980381\,-110.8858675 29.308027799805778\,-111.0240157 29.30831399980574\,-111.0438646 29.35556789980101\,-111.0737084 29.348065099801754\,-111.07341719999998 29.375760499798986\,-110.97404969999998 29.378358899798727\,-110.9807201 29.41082039979549\,-111.06197639999999 29.4036423997962\,-111.03772689999998 29.48241909978841\,-111.1676066 29.487226399787946\,-111.15523599999999 29.534830999783285\,-111.21240959999999 29.542694899782518\,-111.2007013 29.554760099781348\,-111.2926902 29.558621799780976\,-111.31695119999999 29.620279299775007\,-111.3349695 29.570472899779823\,-111.3755393 29.583211899778586\,-111.3802273 29.650191599772143\,-111.3545426 29.663214399770908\,-111.512729 29.71276129976619\,-111.54132159999999 29.661397599771078\,-111.5913725 29.651589199772012\,-111.59773639999999 29.63767109977335\,-111.6689217 29.642681099772865\,-111.63266169999999 29.605350699776448\,-111.6578912 29.58093989977881\,-111.6786329 29.57850199977904\,-111.6918523 29.597749699777182\,-111.75114 29.550009499781815\,-111.75862139999998 29.557273399781106\,-111.70511600000002 29.60147009977682\,-111.82969489999999 29.69454209976792\,-111.8601102 29.671051999770146\,-111.87957469999999 29.68888919976845\,-111.9567006 29.62448969977461\,-111.9203866 29.592273099777714\,-111.92445109999998 29.57285179977959\,-112.0102174 29.468501299789793\,-112.03691219999999 29.31840379980473\,-112.20155 29.333316099803238\,-112.2414083 29.316702099804903))"
HNL,Honolulu Int'l,Honolulu County,Honolulu,POINT(-157.846 21.3294),"POLYGON((-158.34465 21.57767900041012\,-158.298653 21.52471800040999\,-158.301353 21.49681800040989\,-158.22885199999996 21.375631000409182\,-158.183253 21.34593500040895\,-158.164354 21.27233500040825\,-158.13475999999997 21.242391000407927\,-157.89865600000002 21.24993900040801\,-157.859067 21.21313500040758\,-157.81022899999996 21.199238000407412\,-157.745311 21.22167100040769\,-157.675777 21.213801000407585\,-157.600922 21.282919000408356\,-157.602299 21.341521000408907\,-157.652151 21.439107000409603\,-157.640749 21.462695000409727\,-157.650549 21.485090000409834\,-157.70261299999999 21.518709000409967\,-157.76193099999998 21.526389000409996\,-157.802049 21.59009900041014\,-157.84414899999996 21.621804000410172\,-157.881446 21.705183000410116\,-157.941785 21.75457900040999\,-157.991748 21.762965000409963\,-158.050144 21.739881000410033\,-158.095543 21.70299500041012\,-158.12022899999997 21.657305000410172\,-158.17500499999997 21.632009000410182\,-158.311945 21.621780000410176\,-158.34465 21.57767900041012))"
HOD,Hodeidah Int'l,مديرية الميناء,Al Ḩudaydah,POINT(42.9511 14.8022),"POLYGON((42.8688388 14.895507299894934\,42.8861028 14.852539399889851\,42.946911799999995 14.787657199882188\,42.95603229999999 14.809956299884824\,42.9249361 14.814977799885412\,42.9329208 14.825123599886613\,42.90949969999999 14.864394999891255\,42.9246019 14.874349799892428\,42.9075564 14.869247999891831\,42.8933233 14.848325099889356\,42.8840187 14.894200999894778\,42.8865775 14.899112899895359\,42.90029969999999 14.900543699895525\,42.90184599999999 14.901741199895664\,42.878166099999994 14.912422599896928\,42.895920399999994 14.914607299897185\,42.8746391 14.923085299898192\,42.8688388 14.895507299894934))"
HRB,Harbin Taiping,南岗区,Harbin,POINT(126.6333 45.75),"POLYGON((126.43255560000001 45.57378680040339\,126.49733270000002 45.54855860040666\,126.57887359999997 45.54952980040653\,126.5592877 45.61601880039783\,126.58185230000001 45.650979900393146\,126.6437304 45.66735400039093\,126.62510089999998 45.73517070038159\,126.70155430000001 45.73948960038096\,126.7129352 45.757373200378474\,126.68108849999997 45.75917500037821\,126.66466089999999 45.781594500375\,126.6171802 45.76092490037796\,126.54062740000002 45.6705815003905\,126.5190897 45.68324390038877\,126.49489500000001 45.66341280039146\,126.514148 45.61807840039756\,126.43255560000001 45.57378680040339))"
HRE,Harare Int'l,Harare,Harare,POINT(31.0522 -17.8292),"POLYGON((30.877424999999995 -17.877786200474468\,30.9359278 -17.9133374004742\,30.925310699999994 -17.918943500474157\,30.948325799999992 -17.92087090047413\,30.895561100000002 -17.95020620047388\,30.905746299999997 -17.965252700473744\,30.988410399999996 -17.985595500473533\,31.060027800000004 -18.050991200472797\,31.113954999999994 -18.033878500473005\,31.127472800000003 -18.020732700473157\,31.114593700000004 -17.994162300473448\,31.140151900000003 -17.997445000473412\,31.161150999999997 -17.96163970047377\,31.1424235 -17.945019700473928\,31.1487294 -17.93189340047404\,31.1738506 -17.90821850047424\,31.1906339 -17.914747700474184\,31.215242899999996 -17.880008100474456\,31.1956355 -17.86343450047457\,31.221450799999996 -17.85257350047463\,31.214411 -17.820885500474816\,31.192496 -17.805894900474886\,31.211577899999995 -17.79435790047495\,31.195890900000002 -17.750641600475117\,31.206320499999993 -17.71382620047521\,31.1819868 -17.697654900475246\,31.1603367 -17.705491900475224\,31.147132 -17.687670800475253\,31.1152877 -17.695364000475244\,31.1106366 -17.65716460047528\,31.0738742 -17.688706100475255\,31.08173499999999 -17.730776000475164\,30.9941241 -17.737983000475154\,30.949943 -17.710313000475214\,30.947715099999993 -17.758263000475086\,30.907789 -17.765824000475057\,30.918870999999992 -17.781221000475\,30.88837 -17.782572000475\,30.898726 -17.86715800047454\,30.877424999999995 -17.877786200474468))"
HRK,Kharkov Int'l,Харківська міська громада,Kharkiv,POINT(36.2311 49.9925),"POLYGON((36.10555409999999 49.98300349945616\,36.13464179999999 49.9582671994618\,36.1301919 49.9228577994699\,36.19881889999999 49.92015739947053\,36.217917500000006 49.90716359947353\,36.2121633 49.891057799477245\,36.242396799999995 49.87920699947999\,36.299536499999995 49.88207839947932\,36.2778981 49.91148209947253\,36.35756849999999 49.93269459946765\,36.3920543 49.89876559947546\,36.4554508 49.90821609947329\,36.41003719999999 50.01229479944952\,36.3659494 50.055418099439756\,36.333831800000006 50.075310399435324\,36.3477285 50.0645686994377\,36.311767599999996 50.05279099944037\,36.2774947 50.070522499436386\,36.2605571 50.085504699433024\,36.27027329999999 50.10475329942874\,36.2183277 50.086243099432856\,36.1726811 50.04253509944268\,36.1542219 50.04610749944186\,36.1657468 50.009271099450196\,36.1214931 50.01739209944836\,36.127699 49.99159389945421\,36.10555409999999 49.98300349945616))"
HSV,Huntsville Int'l,Hartselle,Hartselle,POINT(-86.9396 34.4391),"POLYGON((-86.96095799999999 34.41350149961806\,-86.94242209999999 34.403072599617566\,-86.9297352 34.39834659961735\,-86.9075506 34.40179469961752\,-86.92432649999999 34.43121979961888\,-86.9104176 34.43436879961905\,-86.8973327 34.40239879961754\,-86.89053689999999 34.445972899619605\,-86.89803689999998 34.47393399962097\,-86.90075279999999 34.45510489962004\,-86.9141707 34.46738089962065\,-86.94114049999999 34.45715179962015\,-86.9246087 34.47587989962105\,-86.9406526 34.477446799621134\,-86.9418905 34.4645007996205\,-86.95818949999999 34.486317799621574\,-86.9803605 34.4850826996215\,-86.95037739999998 34.44996069961979\,-87.0032152 34.43592149961912\,-86.9682022 34.43942159961929\,-86.9846191 34.42272549961849\,-86.96407699999999 34.41726749961824\,-86.96891089999998 34.40629649961772\,-86.96095799999999 34.41350149961806)\,(-86.99904720000002 34.43866749961926\,-86.99744620000001 34.44056449961934\,-86.9973582 34.43866149961926\,-86.99904720000002 34.43866749961926)\,(-86.9982682 34.44118949961937\,-86.99894819999999 34.440412499619335\,-86.99892719999998 34.44110149961937\,-86.9982682 34.44118949961937)\,(-86.95772329999998 34.43716369961918\,-86.9592373 34.44031369961934\,-86.95768729999999 34.440248699619325\,-86.95772329999998 34.43716369961918)\,(-86.9579513 34.44137769961938\,-86.95863629999998 34.442595699619424\,-86.95780329999998 34.44262469961945\,-86.9579513 34.44137769961938)\,(-86.95671629999998 34.44154269961939\,-86.9573293 34.44264169961944\,-86.9568223 34.44265969961945\,-86.95671629999998 34.44154269961939)\,(-86.95711929999999 34.43932169961928\,-86.95709729999999 34.44142369961939\,-86.95665929999998 34.43932169961928\,-86.95711929999999 34.43932169961928)\,(-86.95568529999998 34.441700699619396\,-86.9552423 34.44265569961945\,-86.9552373 34.44174969961939\,-86.95568529999998 34.441700699619396)\,(-86.95271829999999 34.442064699619415\,-86.95482829999999 34.44459969961954\,-86.95266129999999 34.44395769961951\,-86.95271829999999 34.442064699619415)\,(-86.9548234 34.46830969962068\,-86.95438349999999 34.46834369962069\,-86.9543754 34.46780669962065\,-86.9548234 34.46830969962068)\,(-86.95232539999999 34.463998699620475\,-86.95201339999998 34.46478169962052\,-86.9513824 34.46408569962048\,-86.95232539999999 34.463998699620475)\,(-86.9515274 34.46477869962051\,-86.9500835 34.46422869962049\,-86.9501134 34.463257699620435\,-86.9515274 34.46477869962051)\,(-86.9467011 34.41042059961791\,-86.94570709999999 34.41122859961796\,-86.9457131 34.41043859961792\,-86.9467011 34.41042059961791)\,(-86.9394421 34.41037859961791\,-86.94220009999998 34.412832599618035\,-86.9379472 34.41284059961803\,-86.9394421 34.41037859961791)\,(-86.92064339999999 34.40509669961767\,-86.9211144 34.40560769961768\,-86.92065139999998 34.405681699617695\,-86.92064339999999 34.40509669961767)\,(-86.9156945 34.42016969961838\,-86.9143435 34.42111779961842\,-86.9143425 34.42009879961837\,-86.9156945 34.42016969961838)\,(-86.91068569999999 34.449387899619765\,-86.9147457 34.45356289961997\,-86.90674670000001 34.45442989962002\,-86.91068569999999 34.449387899619765)\,(-86.9139737 34.45576989962008\,-86.9149757 34.457044899620136\,-86.91393870000002 34.457057899620146\,-86.9139737 34.45576989962008)\,(-86.9062187 34.44925589961976\,-86.90677869999999 34.45004689961979\,-86.9061717 34.45004689961979\,-86.9062187 34.44925589961976)\,(-86.90343569999999 34.43194979961893\,-86.90647169999998 34.43311679961899\,-86.9034197 34.43254779961896\,-86.90343569999999 34.43194979961893)\,(-86.9053327 34.44926289961977\,-86.90087779999999 34.45442089962001\,-86.9019748 34.4499518996198\,-86.9053327 34.44926289961977)\,(-86.9013188 34.44365489961949\,-86.8975688 34.446401899619616\,-86.8976718 34.443568899619486\,-86.9013188 34.44365489961949)\,(-86.8993687 34.4226527996185\,-86.9009017 34.42411679961857\,-86.89940469999999 34.42415279961857\,-86.8993687 34.4226527996185))"
HTN,Hotan,洛浦县 لوپ ناھىيىسى,Hotan,POINT(80.0167 37.1),"POLYGON((79.88914419999999 36.9054313998366\,79.9711989 36.82921079982731\,80.0469015 36.82357709982662\,80.1032563 36.78439339982191\,80.12480929999998 36.749297899817705\,80.10560629999999 36.71681989981385\,80.22721079999998 36.586616399798636\,80.2410888 36.51717039979069\,80.2936933 36.52270489979132\,80.3529818 36.50688539978952\,80.44944729999999 36.53777799979303\,80.4408642 36.57997119979787\,80.4539105 36.610843099801436\,80.4442974 36.62462119980304\,80.4669567 36.64197809980505\,80.45837369999998 36.67365129980877\,80.5215451 36.72952949981536\,80.5349347 36.808460299824795\,80.5582806 36.83182149982762\,80.5493542 36.85352719983027\,80.5943295 37.11844279986324\,81.0121533 37.99968009998194\,81.5147778 39.24820760016178\,81.52027099999998 39.48417060019554\,80.89233329999999 39.48072600019504\,80.8777426 39.423862100186945\,80.9167097 39.354476200177025\,80.89576689999998 39.31119130017082\,80.911903 39.2678795001646\,80.89851349999999 39.14071250014627\,80.91464959999999 39.106354000141316\,80.90969079999999 39.04986320013313\,80.8758541 38.946860600118214\,80.8895871 38.92282540011472\,80.8327951 38.840813200102815\,80.8612449 38.792739400095854\,80.93696839999998 38.76381890009164\,80.95295609999998 38.71716410008488\,80.9512443 38.62884730007206\,80.9160668 38.578581700064795\,80.91951379999999 38.50792570005458\,80.86623529999999 38.44056650004485\,80.86784269999998 38.402332500039336\,80.79504119999999 38.32544760002827\,80.6480871 38.25672620001845\,80.6046862 38.218059000012914\,80.58843359999999 38.17566050000686\,80.5978805 38.1323771000007\,80.5609812 38.08700139999428\,80.5800542 38.06433399999107\,80.5577574 38.03098509998635\,80.5073891 38.00191879998226\,80.5205426 37.978151699978916\,80.48188409999999 37.9631035999768\,80.4886212 37.94134799997375\,80.46661429999999 37.929293099972064\,80.48542089999998 37.88270249996556\,80.45391069999998 37.862250799962695\,80.48412289999999 37.80435919995467\,80.4329678 37.607432399927646\,79.9875067 37.39457329989909\,79.96832349999998 37.32810969989034\,80.127373 37.32851909989039\,80.1272002 37.28214959988433\,80.1097296 37.26533829988214\,80.1105879 37.22773159987725\,80.01452869999999 37.15326749986768\,80.04307279999999 37.151836099867495\,80.04243829999999 37.136235099865495\,80.00910719999999 37.124011399863946\,79.97539029999999 37.05319919985497\,79.9451064 37.045518399854004\,79.93337070000001 36.979914199845815\,79.900646 36.950303499842136\,79.88914419999999 36.9054313998366))"
HYD,Rajiv Gandhi Int'l,Greater Hyderabad Municipal Corporation Central Zone,Hyderābād,POINT(78.4867 17.385),"POLYGON((78.3753491 17.376371400174254\,78.43386409999998 17.374784300174092\,78.44909909999998 17.359895600172596\,78.5030651 17.38602660017522\,78.52518269999999 17.376309900174242\,78.5294419 17.395251500176144\,78.4312516 17.462150600182824\,78.3961469 17.43947490018057\,78.3929873 17.390070900175626\,78.3753491 17.376371400174254))"
IAD,Dulles Int'l,Fairfax County,Centreville,POINT(-77.4389 38.839),"POLYGON((-77.53706770000001 38.842520800103074\,-77.50860939999998 38.84091950010282\,-77.49368999999999 38.79757600009655\,-77.4430503 38.80363620009743\,-77.4126031 38.7717125000928\,-77.41180389999998 38.74497840008892\,-77.38814319999999 38.748784800089474\,-77.3739167 38.71193120008412\,-77.3559403 38.72543610008608\,-77.2576089 38.68367170008002\,-77.2208619 38.64783140007483\,-77.2272701 38.60395070006845\,-77.1303635 38.634897500072945\,-77.1225515 38.685314600080254\,-77.04148499999998 38.72576500008613\,-77.04054560000002 38.78518370009474\,-77.07574899999999 38.800594500096985\,-77.13756199999999 38.798169400096626\,-77.14191319999999 38.825664200100626\,-77.1102007 38.844810700103395\,-77.1496974 38.87561630010787\,-77.1942651 38.88609850010939\,-77.1943593 38.89926510011131\,-77.17227570000001 38.893245600110426\,-77.1197949 38.9343511001164\,-77.1356654 38.95420600011927\,-77.2349144 38.976086100122444\,-77.2559021 39.002113700126216\,-77.2471266 39.02573350012964\,-77.32827479999999 39.057705900134266\,-77.53706770000001 38.842520800103074)\,(-77.3350493 38.85266940010455\,-77.292487 38.87169200010729\,-77.26888229999999 38.86269470010599\,-77.27049729999999 38.840992400102834\,-77.3031583 38.83279740010166\,-77.3350493 38.85266940010455))"
